ID,转发数,评论数,发表时间,性别,粉丝数,状态数,正文
100389,0,0,20150121 21:14:03,m,49372,1082,【“分享经济”的困惑与边界】从2014年12月开始，北京、上海等十几个城市相继宣布专车服务非法。1月12日，上海交通执法总队约见滴滴专车运营方，计划对其开具罚单。北京市交通执法总队近期也开始在机场、火车站和繁华商业街区整治专车。http://t.cn/RZYP0qt
100390,0,2,20150101 10:56:21,f,801,26954,前年在外滩倒数感觉人太多了，人迫人很拥挤。当时我想只要前面有一二个摔倒肯定会出事的。我想撒钱只是个诱因，没有控制好人数，没有危险意识才是最重要的！ //@雁山岩:要实事求是的认定踩踏事故… //@大卡仁波切://@脊梁in上海: 昨晚上海西北风5级阵风6级，没有西南风。
100390,4,2,20141218 18:34:02,f,801,26956,#挑战第五天# 我眼中的上海（第一次见到下雪，虽然是小小雪）[嘻嘻] 一张黑白照片点名挑战——承蒙@口香糖 老师厚爱点名，需连续五天每天张贴一张黑白照片。这是最后一张了。[嘻嘻][耶]
100391,0,0,20150101 11:40:48,m,31,1030,16岁到36岁，哎，在家陪父母过新年多好【抢救室外 被吓傻和痛哭的家属们】上海市黄浦区外滩陈毅广场发生的群众拥挤踩踏事故，目前已致35人死亡。家属痛哭流涕，要求进入抢救区域寻找家人。http://t.cn/RZ4yYYY （分享自@搜狐新闻客户端）
100392,0,0,20140723 13:05:56,f,692,13165,//@隔壁女校的郑梓琦:最后争取一下[泪][泪] //@于大宝double:还有五张，要的举手，明天公布获奖名单！ //@于大宝double:【友情提示】①时间：24日（周六）早上06：00 ②气温：上海当天26 ~ 32℃（有中雨）③地点：东方绿洲（比较偏远）。能去的同学冒个泡，一会儿抽取，太远的就别折腾了哈！
100393,0,0,20140831 17:35:04,f,347,3684,11号线开的方向实在是… //@19杯朗姆酒_:碍着我视线了，碍着城市形象了，卖水果不会到陆地上去卖？ //@柿只_夜雨声烦不烦不烦不烦不烦:。。在地铁里面。。//@上海轨交安检员_Mr张:今天礼拜天，地铁里人又不是很多，人家来上海生存也不容易，又没偷又没抢，卖点水果赚点饭钱碍着你们什么事了？
100394,0,0,20150102 00:22:33,f,250,362,看着#上海外滩踩踏事故#的消息，一条一条，不知不觉零点已过。简直不敢想象拥挤也能成为事故。不知道是不是因为自己爱凑热闹的性子，总是不由自主地想象遇难者离世前的情况，越想越觉得可怕。看到遇难者和伤着的年轻心中更是大痛。新年让我们铭记，珍惜生命，安全第一。🙏🙏 http://t.cn/RZUJbBo
100395,0,0,20141105 23:52:09,f,54,387,对啊，上海地铁也有这广告！我认真读完了，然后又仔细品味了一番[哈哈][哈哈][哈哈]
100396,0,0,20140806 01:10:18,m,7,37,今天上海：多云/28~35°/空气优。周四：多云/27~35°；周五：多云/27~33°；周六：多云/27~32°；http://t.cn/z8ctcoX 
100397,0,0,20150121 11:41:10,m,1522,2522,下面的同志们有机会了。[嘻嘻] //@环球时报:新华网从权威部门获悉，上海外滩拥挤踩踏事件，是一起对群众性活动预防准备不足、现场管理不力、应对处置不当，而引发的拥挤踩踏并造成重大伤亡和严重后果的公共安全责任事件。报告建议处分包括黄浦区区委书记周伟、黄浦区区长彭崧在内的11名干部！
100398,2,0,20140726 18:01:25,f,440,5035,//@阿良良木绿: //@-Larrius-:最右一条龙服务简直……//@SumiMakito: 最右有道理 //@紫苑寺有煇:上海地铁痛铁→LL教徒跪拜→转发量巨大→引起各方关注→二次元黑各种极端调侃→引起社会效应→上焦点访谈→中央再次大规模整治动漫行业→呵呵 求po主删帖
100399,0,0,20150102 21:03:51,f,6,107, //@晓雯_知文知雨://@瀚_心心: 所以不要以讹传讹了//@乐活上海滩:上海市公安局：针对网传“12•31”外滩陈毅广场拥挤踩踏事件系有人在外滩18号抛撒疑似“美金”引发一事的警方调查。
100400,0,0,20140906 07:19:57,f,29,7162,#出卖室友大赛#我就是奇葩啊。有一次在寝室刚刚打完电话，就又有一个电话进来了。然后我一接起来就直接说“上海电信温馨提醒你……”然后那边传来一个熟悉的声音“你好，我找林瑞！”尼玛，电话打的好及时！！！那场面真是醉了！[拜拜][拜拜] http://t.cn/z8FZEff
100400,0,0,20140828 19:33:41,f,29,7162,杭州在下大雨！好饿噢！我要回上海
100401,0,0,20140725 16:07:40,f,192,3515,//@直播上海: 地铁是我家，请随地拉屎拉尿//@直播君:宗桑！ //@叶觉兽:贱射者的味道是大自然的馈赠 //@0小愚: [lt切克闹]舌尖上的上海地铁
100401,0,0,20150314 20:56:32,f,192,3515,//@上海新闻播报: 【3月13日晚#上海交警被打成脑震荡# [怒]】事后，肇事驾驶员被制服，酒精检测结果显示为酒后驾车。 小客车上4人均为江西籍，目前已被控制，车辆为江西牌照。 (新民网)
100401,0,0,20141231 09:59:42,f,192,3515,//@上海卡布: 治国能力一塌糊涂//@SH-2014:地铁和城市一样都有它的承载上限。上海地铁 的客运能力是基于“上海总人口只有2500万”这个官方数据而设计的。可实际上，现在上海光是外来人口都不止2500万！出现这种地铁被挤爆的混乱场面不能责怪地铁设计方，而应该责怪隐瞒真实人口数据的上海政府
100402,0,0,20141210 22:45:48,f,1540,9529,明年上海迪斯尼就要开业了！能自觉排队吗？能不满场垃圾吗？能不到处吐痰吗？能…… //@唐伯虎2012:上海迪士尼2015年开业。上海地铁11号线终点站是:迪士尼.
100403,0,0,20150105 10:10:34,m,143,10125,上海地铁设计本身就是💩没有前瞻性，国际大都市最差的设计。特别是3/4并轨，一根线两根叉叉，都是怎么想的[哼]
100404,0,0,20150106 20:03:22,f,2894,6231,下雪了，在上海工作的第一年的第一场雪。
100405,0,0,20150403 20:21:55,f,119,8404, //@施力勤: //@虫叔:欺软怕硬//@大卡仁波切: //@SH震龙: 人家地铁口满满的黑车不管，专门钓鱼专车。因为专车都是上海牌！不会耍无赖！ //@西猫哈刚:@xy勇哥 我们理性讨论，这个怎么破？交管部门是到底是懒政还是无奈？//@考拉丢了鱼:短短时间,申城何止出租车行业被糟蹋?一切都在倒退!
100406,0,0,20140908 23:20:39,m,1268,4945, @上海地铁shmetro 麻烦告诉你们邵总，语音播报少放广告，那是更大的听觉污染，你同意么？ //@丁少侠:他们自己在播报里夹入一些商业性的内容，例如什么凯育法语。还有不标准的英语，这些已经占用了地铁语音资源，造成听觉污染。还好意思说。自己心态不好，却怪上海话。气愤
100406,0,2,20150327 10:12:00,m,1268,4945,地铁二号线，味道真臭[生病]@上海地铁shmetro 联系调低空调温度啊
100406,0,0,20150104 22:49:20,m,1268,4945,好极了，上海至少可以少拥挤一点点[赞]
100407,0,0,20150301 08:36:01,f,18,19,#上海齐达重装的红包#抢红包图的就是个吉利！[发红包]我在上海齐达重装 的粉丝红包中抽到了@快的打车 提供的“快的打车6元红包”，你也快来试试手气！http://t.cn/RwJE47c
100408,2,1,20150202 16:16:55,m,25,27,[话筒][话筒][话筒]亲爱的小伙伴们，今天开业了哦~\(≧▽≦)/~ 营业时间是17:30~22:00 地址:北京西路1465号，国立大厦1层(地铁2号线静安寺站3号口步行5分钟) 快点来体验菊地料理长的高超技艺吧[围观][围观][围观]#日本料理##上海美食推荐##晒你最心水的上海日料#@上海美食探店 @吃货秘籍
100409,1,0,20140831 13:16:29,m,628,8406, //@遥望苍穹天际:做不好就不要做，徒劳增加成本 //@脊梁in上海:上海地铁安检每个月运营费用就要好几百万了[拜拜][拜拜][拜拜] //@阿拉阿拉伐蕾额:瞎了[拜拜]死了[拜拜]欺软怕硬[拜拜]只敢拦小姑娘要查包[拜拜]请不要浪费纳税人的钱了好嘛
100410,5,5,20140915 21:27:43,f,2012,752,【上海人民公园相亲角◈父母心】宋阿姨在相亲角为女儿摆摊3年了，经常问男方“小区停车方便吗？”“回去高架堵车吗？”这些问题虽小，门道却很多：如果停车位15元以内，说明住的是郊区中档商品房；如果走高架，再算下到家时间，就知道住郊区还是市区。@每日经济新闻
100411,0,1,20140716 15:23:20,m,256,1262,目测下班正好下//@蔡司的爱豆又赢了:啊！今天没带伞！//@ReeDlinG: 又来了【上海暴雨、雷电、大风三预警齐发】上海中心气象台12时57分发布暴雨黄色、雷电黄色、大风蓝色预警信号：受较强的降水云团影响，预计未来6小时内：本市自西向东将出现短时强降水天气，1小时最大降水量可达20毫米到40毫米；
100412,0,0,20150402 13:31:14,m,224,922, //@夏午茶把拔:哟，都没脸看[黑线] //@蓉蓉_舍得://@洛松嘉措大熊:[吃惊]//@桫椤河:屎尿横流//@老刮菜拉娘舅:是上海地铁也是整个上海管理水平的缩影//@煌司煌我是柠檬侠: //@直播君: 转发是每个上海市民应尽的义务啊！ //@直播君:图片美极了！
100413,1,1,20140719 01:45:08,f,580,1612,很久没打车了，今天创了我有史以来打车最长时间记录了，2个小时，这还是上海吗，打车软件应该取缔，因为它扰乱了市场经济秩序，也折射出人性的贪婪、在金钱面前的不平等.
100414,0,0,20141013 10:44:20,m,1208,4924,对照阅读请总结本文的中心思想和段落大意。上海的雾霾终究跟北京有些区别，上海的口感虽然层次感强，但缺少北京那种扑面而来的气势，而且少了那么点老灰的醇厚。上海的PM2.5虽然在气场上小了一圈，却多了些小资的味道，同样是PM2.5，北京的更接近PM3上海更接近PM2。硬要说的话一个带有铜锅涮肉的酣畅感
100415,0,0,20140930 08:42:42,m,436,1113,#上海地铁#1号线还可以再勇猛一些吗?是不是的来一下紧急刹车，刚启动又来个急刹，这是要干什么？如果是车坏了请及时回库，不要开玩笑，如果是前方故障，请谨慎些，毕竟一列车到人都赶着去上班。@上海地铁shmetro http://t.cn/Rhn3HIz
100415,0,0,20140930 08:42:42,m,435,1113,#上海地铁#1号线还可以再勇猛一些吗?是不是的来一下紧急刹车，刚启动又来个急刹，这是要干什么？如果是车坏了请及时回库，不要开玩笑，如果是前方故障，请谨慎些，毕竟一列车到人都赶着去上班。@上海地铁shmetro http://t.cn/Rhn3HIz
100415,0,0,20140805 09:13:07,m,435,1113,現在的女人乘地铁就是牛，只要是很挤，边上是男的就开始吵，动不动就吵。纯粹把地铁当家了，家男的都当他們家那位了。高峰吵架的基本都是女的挑起说男的挤她。女人乘地铁就不能管管?@上海地铁shmetro
100416,0,0,20150203 09:03:55,f,102,1637,记得以前看到规划说地铁开通Wi-Fi，希望高峰时段千万别了，最恨挤到爆的时候还有人能排除万难坚挺的站着支着手机读书看片的还有开扬声器，放下手机好好站着不知能方便多少乘客，Wi-Fi一开看片子的还要多，所以在挤的门都关不上时广播应该说：请站着的乘客们放下手机给他人行方便@上海轨道交通俱乐部
100416,0,0,20150309 20:34:58,f,102,1637,上海地铁挤的看不到地板墙壁
100417,0,0,20150223 07:51:16,f,74,107,【男子进入地铁线路致3号线受阻】2月20日、上午9时57分左右，上海地ˊ铁3号线有一男子进入线路，水产路往长江南路方向列车限速运行，发车班次间隔延长，截至10时15分受影响约18分钟。
100418,0,0,20141118 17:08:49,m,244,6622,感谢@上海轨道保安 @上海地铁shmetro @轨交幺幺零 ，乘6号线的时候再也不怕无聊了，我们有广告看了
100418,0,0,20150407 13:23:29,m,244,6622,@轨交幺幺零 出来给个数据吧，上海地铁的所谓安检员，每年的工伤死亡率是多少啊 //@骑了额蜗牛兜上海: 给个数据看看 伤亡率多少//@辣酱面加酱蛋加素鸡加寒菜:用生命上班?
100418,0,0,20140822 08:35:07,m,244,6622,最近上海人盘化的不少。今天在2号线世纪大道站就遇到一个乘地铁不排队的，我用上海话说她，居然还回：就你会说上海话啊。你乘地铁不排队，素质跟盘盘一样差，会说上海话又如何？就算你是上海人又如何？还不一样是盘盘
100418,0,0,20140829 15:21:28,m,244,6622,//@0小愚: 关于这个问题可以从3个方面加以论证，1 上海地铁是什么时候建造的？制造爆炸案和携带危险物品并且对乘客造成威胁的具体是哪一部分人群？2如果地铁安检是很有价值的，那应该在全球范围推广3规范化和模式化管理是互相的，也就是说安检本身需要论证和彻底透明化，包括用人，制度和财务支出
100418,0,0,20140714 08:19:17,m,244,6622,那么多YP削尖了脑袋往上海挤，造成上海拥挤不堪，社会治安急转直下，甚至扬言赶走上海人，杀光上海人。凭什么还要免费提供他们读书、考试的机会？ //@时代报: 【阁主有话讲 】@梅玺阁主：补充一下：1. 客观上的确不公平 2. 这个不公平不是上海人造成的 3. 上海人也是受害者
100418,59,13,20141024 19:17:27,m,245,6626,现在的上海越来越危险。就在刚才，浦东金杨路浦发银行门口，一个满脸横肉的外地人在人行道上快速骑助动车，差点撞到我，说他一句后立刻停车就招呼不远处在路边摆夜排挡的老乡过来帮忙，作势打架、威胁我。幸亏当时及时报警，才走掉 @警民直通车-浦东 @警民直通车-上海
100418,0,0,20150113 10:26:34,m,244,6622,右边的，我说多少次了，别把那些东西跟狗相提并论，这是在侮辱狗！ //@Antonivetra: 狗东西 @轨交幺幺零 @轨交总队一员周智 @上海轨道保安 @上海地铁shmetro #上海地铁安检# #上海地铁#
100418,2,1,20150217 09:15:05,m,244,6622,上海公交都是招上海户口的，懂吗？上海出租车没有外地人的时候，是全国国口碑最好的，有了外地人后就一塌糊涂了。还在标榜你们的功劳？ //@haopking:没有出租车，没有公交，没有环卫，没有服务员，没有建筑工，没有快递，没有餐厅和外卖，写字楼里没人上班。嫌弃外地人的上海土著喜欢这样的生活对吧？
100418,0,0,20141106 13:53:04,m,245,6626,我参与了@上海轨道交通俱乐部 发起的投票【地铁执法队成立后，地铁内环境有否改善？】，我投给了"没有，感觉和以前一样"这个选项。你也快来表态吧：http://t.cn/R7WjeSB 
100418,59,13,20141024 19:17:27,m,244,6622,现在的上海越来越危险。就在刚才，浦东金杨路浦发银行门口，一个满脸横肉的外地人在人行道上快速骑助动车，差点撞到我，说他一句后立刻停车就招呼不远处在路边摆夜排挡的老乡过来帮忙，作势打架、威胁我。幸亏当时及时报警，才走掉 @警民直通车-浦东 @警民直通车-上海
100418,0,0,20141229 09:32:12,m,245,6622,上海那么多盘，3节编组？太低估硬盘的繁殖能力了 //@上海公共交通网:还是那句：大浦东，小地铁，地铁6号线、16号线就是个笑话！规划到设计都是用臀部思考的！整天想着撤销公交，区域规划的人是不坐公共交通的！
100418,2,0,20150226 09:42:44,m,244,6622,//@Antonivetra: 这鸡头还翘着呢[挖鼻屎] @轨交幺幺零 @轨交总队一员周智 @上海轨道保安 @上海地铁shmetro #上海地铁安检# #上海地铁#
100418,3,2,20141127 08:32:30,m,245,6622,上海警察会抓地铁逃票？笑话！就在刚才，6号线金桥路站，我向警号008277的“警察”举报逃票，并问他抓不抓逃票。他嘴上说“抓”脚下一步不动，继续与一地铁工作人员“闲聊”@轨交幺幺零 @警民直通车-上海 @警民直通车-浦东 @直播上海 @脊梁in上海 @直播君 @上海发在 http://t.cn/Rz5GRcZ
100418,1,0,20141230 11:48:02,m,244,6622,谁见到上海地铁的拥挤，都会震惊！谁见到上海地铁安检的不作为，都会震惊！谁见到上海地铁里硬盘随地大小便，都会震惊！
100418,0,0,20141229 09:32:12,m,244,6621,上海那么多盘，3节编组？太低估硬盘的繁殖能力了 //@上海公共交通网:还是那句：大浦东，小地铁，地铁6号线、16号线就是个笑话！规划到设计都是用臀部思考的！整天想着撤销公交，区域规划的人是不坐公共交通的！
100418,0,1,20150430 15:37:51,m,245,6626,//@七荤八素小日脚: 哦册那 //@好人卡灰太狼:两轮以上机动车能上高架的出处在这里？？//@2015就吃茶: //@我们这里是精神病院:上海大农村//@卫沪而生: 这东西能上高架？//@Antonivetra: [弱]//@全球上海人权益互助保护组织: 这个夸张的有点离谱了，真的是三轮车一刚！！！
100418,0,0,20141222 13:44:21,m,244,6622,狗比他们可爱，他们能比吗？ //@kds-发条天使: 有手有脚不去工作去要饭跟狗有什么区别？//@艾米利Aaron: 有点脸熟//@Antonivetra: 认识吗？ @轨交幺幺零 @轨交总队一员周智 @上海轨道保安 @上海地铁shmetro#上海地铁安检#
100419,0,0,20150324 01:03:39,m,145,1339,放屁//@扬州吴建兵:虽说死者为大，但我想问问：这起事故的源头，是车子先起动还是那交警先抓着车的？人家车明明已经行驶了你为何还要去抓车？你以为那是罪犯吗？你想.抓就抓？人家真没想伤害你。这就是一起交通事故。最多属违章，但不违法//【上海驾车拖行交警致死案疑犯被批捕】  http://t.cn/RAwf96K
100420,0,9,20150106 10:54:00,f,214,589,2014共计读书35本，一半不在上图中，是往年的存货。喜欢的书有：王鼎钧回忆四部曲，孩子们的书，十个真实而离奇的故事，梁启超传，博尔赫斯的面孔，做饭，月亮和六便士，霍乱时期的爱情，百年好合，停车暂借问。失望的书有：乡关何处，上海孤儿。
100421,0,0,20150313 04:44:21,m,78,936,分享网易新闻:「上海交警牺牲路口违章仍普遍」 http://t.cn/RwdsOba
100422,0,0,20150313 10:20:13,f,59,59,过街老鼠人人都打，大家都来大大傻蛋//@飛天Xiao男警:晒傻逼 //@菠菠菜菜菜: //@说你酷:帮晒//@空空哉:晒傻逼。//@浅酌低唱-V: 个人不认为上海交警死亡事故中的驾车司机要为此事故承担什么责任，至少不应承担主要责任。
100423,0,0,20140709 13:43:40,m,340,6303,上海 今天(7月9日)天气：小雨转多云，25℃~30℃，北风5-6级转4-5级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100423,0,0,20140705 11:56:41,m,340,6303,上海 今天(7月5日)天气：中雨转大雨，23℃~26℃，东南风3-4级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100423,0,0,20140708 07:24:39,m,340,6303,上海 今天(7月8日)天气：多云，25℃~30℃，东北风3-4级转4-5级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100423,0,0,20140706 08:24:26,m,340,6303,上海 今天(7月6日)天气：小雨转阴，23℃~29℃，西北风3-4级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100423,0,0,20140710 14:05:43,m,340,6303,上海 今天(7月10日)天气：多云转阴，25℃~34℃，西北风3-4级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100423,0,0,20140707 13:23:51,m,340,6303,上海 今天(7月7日)天气：小雨转多云，24℃~30℃，东北风3-4级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100424,0,0,20141105 09:10:32,m,43,74,那个上海的傻X，日本人说我们的渔船是捕捞红珊瑚你个傻X就说是捕捞红珊瑚？猪脑子啊！你看看那日本猪也仅仅说是“怀疑”而已，你个汉奸就先入为主了。 — —「日本官员：台风来了也不会让中国渔民避难」 http://t.cn/R7HAsQc
100425,0,0,20141209 17:29:50,f,139,271,上海天气还好点 http://t.cn/8kdKxBB
100426,0,0,20141215 19:25:09,m,8707,7138,报名时间上午10：00-下午5：30之间，地址：上海徐汇区斜土路2601弄T3号楼4楼H座找高老师 路线：乘地铁四号线上海体育场站下车四号口出来左走即到 来之前联系高老师：18201765632
100426,0,0,20150407 23:23:56,m,8707,7138,上海地铁 🚄  上盖产权 💎  旺铺！ 嘉定11号线上海汽车城地铁口零距离！ 主力100-500平，单价2.5-3.5万，即买即收租！租金还贷款！ 🎉  超高性价比！ 🎉  超高回报！  💰 💰 💰 💰 💰  琅润地铁新时代广场
100426,1,0,20150412 07:04:11,m,8707,7138,上海11号线地铁商铺 上海汽车城站 适合：餐饮 超市 服装  主力面积80-500平，一楼沿街旺铺均价32000万左右   二楼均价25000元平方米 1楼层高：4.5米，2楼层高  3.5米。 面宽 5-11米，进深  5—10米,升值潜力巨大,三五年之后将翻一翻. 联系人：陈先生  热线电话：021-31121006   15001879688
100427,0,2,20141030 09:58:41,m,407,365,手机忘带了，上半身练了三天要散架了，上海下雨了，打算再买几件衣服过冬，大闸蟹要上市了可惜我不爱吃，昨天喝冰奶茶又拉肚子了。。。。。。
100428,0,0,20140729 14:09:23,m,199,2208,上海地铁里趴着一群卖萌哥，真是吓人
100429,0,0,20140802 12:04:29,f,588,2421,七夕快乐！上海下雨不给力呀
100430,0,1,20150327 22:18:01,f,576,6893,哪位好心人有上海的牡丹畅通卡，帮我交下罚单！支付宝酬谢，一张罚单给二十块[大哭]再加请吃饭！我已经逾期N久了！！！！！！！！！！ http://t.cn/RAUABvk
100431,0,0,20150310 16:00:53,f,185,5110,//@警民直通车-上海:【突发运营信息后续：2号线提醒】要通过2号线出行的市民乘客请注意：建议避开故障区段（上海科技馆站至广兰路站）出行。故障抢修正在紧张进行中。
100432,0,0,20141003 22:49:11,m,207,1578,今天我带女儿到上海锦江乐园去玩了一天；我把到上海游玩的费用，和到杭州本地游乐园游玩的费用对比一下，发现两者的费用居然没有明显差异，甚至杭州本地游乐园费用会更贵一点；以后我就把上海作为女儿游玩园基地，可以多去玩玩；不过上海地铁转乘不方便。 http://t.cn/RhBSWZW
100433,1,0,20140820 09:03:22,m,27239,15233,//@卢沟瞧月: //@ECO中文网:个别事件没必要过度放大，其实上海地铁内一样有很多乘客积极救助的例子，反而都没有被报道。另外，能够获得地铁监视摄像头视频的不是普通人吧。
100434,0,0,20140708 20:37:55,f,347,2165, //@央视新闻:【上海地铁“咸猪手”被开除党籍并解职】锦江集团官网今日发布，决定给予“咸猪手”男子王其康开除党籍处分，并与其解除劳动合同。http://t.cn/Rvem3is
100435,1,0,20140718 10:55:18,f,548,2172,亲爱的加油//@騒叶:亲爱的加油//@姚剩剩: 亲爱的加油 //@俞灏明全球后援会:【未满30岁的电视剧男星你最喜欢谁？】共有23605名微博网友参与投票。#俞灏明#以13.4%的得票率获得第三名。灏明目前正在上海拍摄年代大戏《暴雨将至》，而他主演的《把爱带回家》即将在湖南卫视黄金档播出，敬请期待！
100435,0,0,20140718 10:39:56,f,548,2172,[鼓掌][鼓掌]//@Ham谁是谁的守护天使Ahu:[鼓掌][鼓掌]//@俞灏明全球后援会: 【未满30岁的电视剧男星你最喜欢谁？】共有23605名微博网友参与投票。#俞灏明#以13.4%的得票率获得第三名。灏明目前正在上海拍摄年代大戏《暴雨将至》，而他主演的《把爱带回家》即将在湖南卫视黄金档播出，敬请期待！
100436,2,2,20150301 22:51:49,m,197,3199,以线路数量/车站/里程/日均客运量来计算，东京地铁13/220/312.6公里/1080万人，北京地铁18/268/527公里/796.48万人，上海地铁14/337/548公里/684万人，广州地铁9/164/260.5公里在建11条线/630万人，深圳地铁/5/131/178在建3条线/268.5万人。东京地铁不是修得密，是TM人密好吗？ [挖鼻屎][挖鼻屎]
100437,0,0,20140704 18:16:35,m,467,25971,火了//@蛋花儿网:上海地铁9号线男子猥亵女孩
100437,0,0,20150211 23:42:00,m,467,25971,这样的父母[怒骂][怒骂][怒骂][怒骂]//@陈士渠:主动出击，快速核查，谢谢上海轨道交通公安分局的战友们[赞]
100438,0,0,20140821 15:13:38,m,497,7837,架空供电的还就看过上海轻轨是的，其它的无缘得见//@进击的无胆河蟹兔:这时候么。。。。消防员的干活了，既然消防员能就树上的猫。。地铁上的狗狗也不在话下来，半小时足以。。PS：别扯地铁铁轨带电，现代化的地铁都是架空线受电。 //@司徒天灵爱打脸: 那应该怎么做？//@进击的无胆河蟹兔:唐狗就是中华
100439,0,0,20141119 12:44:53,m,150,870,#珍爱生命、拒绝违章#我是上海铁路局南京桥工段运输车间职工曹振亚，朋友们，让我们一起行动起来，为了父母，为了妻儿，为了自己，请珍爱生命，拒绝违章，远离违章！@上海铁路局团委@南京桥工段团委
100440,0,0,20141016 14:25:00,m,194,828,到北京被迷了眼、上海被踩了脚、海南晒黑了脸、广州被车流晕了头……回到家深呼一气 : 哇！原来家乡这么美现在才感觉！
100441,5,0,20141129 15:24:16,m,1045,3090,上海地铁已经发展到官方变相鼓励逃票了，北京也快了，你再涨价，人家翻过来钻过去根本不掏钱，还是守规矩的市民吃亏//@萧伯纳:同右。。。不过，人家有促销！！！//@北京-瑗玉: 增加了守法者的成本
100442,0,0,20150104 18:42:08,f,706,6257,地铁二号线南东照与十号线换乘的那段路上一股刺鼻的油漆味！整个站台和站厅都是烟雾感！现在明显感觉口感舌燥！太毒了吧！@上海地铁shmetro @上海发布 [怒骂]
100443,1,2,20141129 22:28:39,f,56,129,第十届上海双年展：社会工厂 很棒的策展 附上地址：上海当代艺术博物馆（地铁一号线至人民公园转八号线西藏南路下 2号出口步行至博物馆）门票20元也可在大麦网预订门票 到博物馆兑换 省去排队的时间@上海当代艺术博物馆PSA
100444,1,0,20140826 22:37:46,f,1052,4429,这是上海地铁9号线小南门2号口的二胡艺人（好像是盲人）。去到附近的朋友可以帮助他。Thx. @turbosun @孟非 @姚晨 @Alex是大叔 @gogoboi @作业本 @糖水诗诗 @大山子-我就是各部门 @庆山-安妮宝贝 @Jason小嘉嘉闯伦敦 @lucy昱 @野兽派花店 @陆毅 @韩寒 
100445,0,0,20150316 21:18:10,m,198,107,【沪今云层渐散迎阳光 气温明显回升最高温度29度】5月28日报道：据上海中心气象台最新数据显示，目前申城上空云系仍较多，早晨7时全市气温在21℃附近，其中徐家汇站21.6℃。预计今天以多云转晴为主，气温较昨日明显回升，最高气温可达29℃。白天升温，中午前后体感较热，.建议市民注
100446,0,0,20140709 10:15:08,f,470,6374,上海 今天(7月9日)天气：小雨转多云，25℃~30℃，北风5-6级转4-5级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100446,0,0,20140710 07:38:35,f,470,6373,上海 今天(7月10日)天气：多云转阴，25℃~34℃，西北风3-4级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100446,0,0,20140708 12:31:07,f,470,6373,上海 今天(7月8日)天气：多云，25℃~30℃，东北风3-4级转4-5级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100446,0,0,20140701 07:54:09,f,470,6374,上海 今天(7月1日)天气：小雨转中到大雨，22℃~25℃，东南风3-4级，空气质量：良 (分享自@微心情) http://t.cn/zT7NhEv
100446,0,0,20140709 10:15:08,f,470,6373,上海 今天(7月9日)天气：小雨转多云，25℃~30℃，北风5-6级转4-5级，空气质量：优 (分享自@微心情) http://t.cn/zT7NhEv
100446,0,0,20140713 10:54:49,f,470,6374,上海 今天(7月13日)天气：大雨转小雨，23℃~28℃，西北风3-4级，空气质量：良 (分享自@微心情) http://t.cn/zT7NhEv
100446,0,0,20140712 09:05:21,f,470,6374,上海 今天(7月12日)天气：大雨，24℃~31℃，西南风3-4级，空气质量：良 (分享自@微心情) http://t.cn/zT7NhEv
100447,0,1,20140709 17:48:02,m,266,1590,我参与了@上海新闻播报 发起的投票【对#上海地铁色狼#遭全面“人肉”，你怎么看？】，我投给了"这样的人就该让他身败名裂，起杀一儆百作用"这个选项。你也快来表态吧：http://t.cn/RvDYRK8 
100448,0,0,20141130 10:58:08,f,762,24371,还电闪雷鸣//@努力赚钱的好蚊子: 昨晚暴雨啊 //@刘嘿嘿嘿嘿嘿:天啊…昨天真的是萧敬腾演唱会，我说上海怎么突然下那么大的雨 //@蕭敬騰:上海的朋友～今晚7:30準時開唱
100449,0,0,20140709 00:16:54,m,1109,19840,//@环球时报:【上海地铁“咸猪手”主角被开除党籍并解职】上海地铁9号线“咸猪手”事件有了最新进展，锦江集团官网发布，决定给予事件主角王其康开除党籍处分，并与其解除劳动合同。王在地铁上偷摸女生大腿，视频曝光后遭网民人肉，已被警方行政拘留。（@人民日报）
100450,1,0,20150126 03:55:49,f,345,385,是上海地铁吗，感觉见过旁边成年女子。
100451,0,0,20140831 12:50:21,m,335,5128,@JMETTR 目测是乌瑟尔的报告兵...//@糖醋小排xp: //@Sakura米: [哈哈]//@影之随风james: [哈哈]//@0小愚: [哈哈]//@脊梁in上海: →_→ //@SH同心原:听说上海地铁有安检……我叫王大锤，万万没想到，最后我还是上了地铁，安检说俺算工具。
100452,0,0,20140914 13:29:04,m,430,7476,给说法，别妈的装傻 //@觉醒上海力量:这种医疗血样难道不会因为在常温下而出什么问题吗？//@October_考拉叶: 轨交继续挺尸ing//@Antonivetra:#上海地铁安检# @轨交幺幺零 @轨交总队一员周智 @上海轨道保安 @上海地铁shmetro //@全球上海人权益互助保护组织: 恩，希望能给个说法！
