车ID,报警,空车,顶灯状态,高架,刹车,接收时间,GPS测定时间,经度,纬度,速度,方向
00207,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:59:00,121.548147,31.196997,0.0,284.0
00207,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:40,121.548152,31.196997,0.0,284.0
00207,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:10,121.548152,31.196997,0.0,284.0
00207,0,1,1,0,0,2015-04-01 00:59:26,2015-04-01 00:59:20,121.548152,31.196997,0.0,284.0
00207,0,1,1,0,0,2015-04-01 00:59:56,2015-04-01 00:59:50,121.548152,31.196997,0.0,284.0
00211,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.304343,31.227830,0.0,323.0
00211,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.304343,31.227830,0.0,241.0
00211,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.304340,31.227837,0.0,241.0
00211,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.304343,31.227830,0.0,241.0
00211,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.304343,31.227830,0.0,241.0
00211,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.304343,31.227830,0.0,323.0
00212,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:12,121.455688,31.229145,0.0,59.0
00212,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:42,121.456278,31.228593,0.0,59.0
00212,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.456278,31.228593,0.0,59.0
00212,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:02,121.455688,31.229145,0.0,59.0
00212,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:32,121.455688,31.229145,0.0,59.0
00212,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:22,121.455688,31.229145,0.0,59.0
00213,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.407222,31.188340,0.0,232.0
00213,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.407222,31.188340,0.0,232.0
00213,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.407222,31.188340,0.0,232.0
00213,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.407223,31.188342,0.0,232.0
00213,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:23,121.407222,31.188340,0.0,232.0
00213,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:13,121.407222,31.188340,0.0,232.0
00214,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:58:47,121.538523,31.144678,0.0,55.0
00214,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:07,121.538523,31.144678,0.0,55.0
00214,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:27,121.538523,31.144673,0.0,55.0
00214,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:17,121.538523,31.144673,0.0,55.0
00214,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.538523,31.144673,0.0,55.0
00214,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:58:57,121.538523,31.144678,0.0,55.0
00214,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.538523,31.144673,0.0,55.0
00215,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.383112,31.292190,0.0,182.0
00215,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.383112,31.292190,0.0,182.0
00215,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.383112,31.292190,0.0,182.0
00215,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.383112,31.292190,0.0,182.0
00215,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.383112,31.292190,0.0,182.0
00215,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.383112,31.292190,0.0,182.0
00216,0,1,1,0,0,2015-04-01 00:59:04,2015-04-01 00:58:59,121.353850,31.357178,0.0,313.0
00216,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.353853,31.357178,0.0,313.0
00216,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.353853,31.357178,0.0,313.0
00216,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:09,121.353850,31.357178,0.0,313.0
00216,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.353853,31.357178,0.0,313.0
00216,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.353853,31.357178,0.0,313.0
00217,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:26,121.442525,31.262912,0.0,238.0
00217,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:06,121.442525,31.262912,0.0,238.0
00217,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.442525,31.262912,0.0,238.0
00217,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:16,121.442525,31.262912,0.0,238.0
00217,0,1,1,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.442528,31.262910,0.0,238.0
00217,0,1,1,0,0,2015-04-01 00:59:42,2015-04-01 00:59:36,121.442528,31.262910,0.0,238.0
00218,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.427763,31.225425,0.0,272.0
00218,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.427773,31.225408,0.0,272.0
00218,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.427768,31.225417,0.0,272.0
00218,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.427745,31.225442,0.0,272.0
00218,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.427767,31.225410,0.0,272.0
00218,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.427777,31.225410,0.0,272.0
00219,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.439348,31.110873,0.0,192.0
00219,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.439352,31.110872,0.0,192.0
00219,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.439348,31.110873,0.0,192.0
00219,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.439352,31.110872,0.0,192.0
00219,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:27,121.439348,31.110873,0.0,192.0
00219,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.439352,31.110872,0.0,192.0
00222,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:20,121.425693,31.333553,0.0,3.0
00222,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:50,121.425693,31.333553,0.0,3.0
00222,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:30,121.425693,31.333553,0.0,3.0
00222,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:59:00,121.425693,31.333553,0.0,3.0
00222,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:10,121.425693,31.333553,0.0,3.0
00222,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:40,121.425693,31.333553,0.0,3.0
00224,0,0,0,1,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.317910,31.249582,0.0,156.0
00224,0,0,0,1,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.317910,31.249582,0.0,156.0
00224,0,0,0,1,0,2015-04-01 00:59:58,2015-04-01 00:59:53,121.317910,31.249582,0.0,156.0
00224,0,0,0,1,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.317905,31.249585,0.0,156.0
00224,0,0,0,1,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.317905,31.249585,0.0,156.0
00224,0,0,0,1,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.317905,31.249585,0.0,156.0
00225,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.443760,31.159628,0.0,145.0
00225,0,1,1,0,0,2015-04-01 00:59:24,2015-04-01 00:59:19,121.443760,31.159628,0.0,145.0
00225,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.443762,31.159625,0.0,145.0
00225,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:29,121.443760,31.159628,0.0,145.0
00225,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:39,121.443762,31.159625,0.0,145.0
00225,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.443760,31.159628,0.0,145.0
00228,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:02,121.358703,31.145498,0.0,297.0
00228,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:32,121.358703,31.145498,0.0,297.0
00228,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:52,121.358703,31.145498,0.0,297.0
00228,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:22,121.358703,31.145498,0.0,297.0
00228,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:42,121.358703,31.145498,0.0,297.0
00228,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:12,121.358703,31.145498,0.0,297.0
00230,0,1,1,0,0,2015-04-01 00:59:36,2015-04-01 00:59:31,121.430505,31.220253,0.0,254.0
00230,0,1,1,0,0,2015-04-01 00:59:56,2015-04-01 00:59:51,121.430505,31.220253,0.0,254.0
00230,0,1,1,0,0,2015-04-01 00:59:26,2015-04-01 00:59:21,121.430505,31.220253,0.0,254.0
00230,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.430505,31.220253,0.0,254.0
00230,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:01,121.430637,31.220190,0.0,224.0
00230,0,1,1,0,0,2015-04-01 00:59:16,2015-04-01 00:59:11,121.430637,31.220190,0.0,224.0
00231,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.442630,31.350288,0.0,113.0
00231,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.442632,31.350288,0.0,113.0
00231,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.442630,31.350288,0.0,113.0
00231,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.442632,31.350288,0.0,113.0
00231,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.442632,31.350288,0.0,113.0
00231,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.442632,31.350288,0.0,113.0
00233,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.215285,31.207667,0.0,270.0
00233,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.215285,31.207667,0.0,270.0
00233,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.215285,31.207667,0.0,270.0
00233,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.215358,31.207667,15.0,267.0
00233,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.217348,31.207743,23.0,260.0
00233,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:11,121.216333,31.207720,40.0,265.0
00233,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.217468,31.207802,25.0,216.0
00234,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:50,121.412827,31.209588,0.0,95.0
00234,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:20,121.412765,31.209540,0.0,306.0
00234,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:30,121.412797,31.209535,0.0,109.0
00234,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:00,121.412447,31.209470,0.0,78.0
00234,0,1,1,0,0,2015-04-01 00:59:16,2015-04-01 00:59:10,121.412567,31.209493,0.0,80.0
00234,0,1,1,0,0,2015-04-01 00:59:46,2015-04-01 00:59:40,121.412827,31.209588,0.0,105.0
00236,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.352865,31.213123,0.0,334.0
00236,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:25,121.352872,31.213122,0.0,334.0
00236,0,1,1,0,0,2015-04-01 00:59:42,2015-04-01 00:59:35,121.352872,31.213122,0.0,334.0
00236,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.352872,31.213122,0.0,334.0
00236,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:05,121.352872,31.213122,0.0,334.0
00246,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:22,121.493898,31.224330,0.0,159.0
00246,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.493903,31.224363,0.0,159.0
00246,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:12,121.493898,31.224322,0.0,159.0
00246,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:32,121.493900,31.224340,0.0,159.0
00246,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:02,121.493907,31.224323,0.0,159.0
00246,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:42,121.493897,31.224350,0.0,159.0
00249,0,0,0,0,0,2015-04-01 00:59:18,2015-04-01 00:59:13,121.317222,31.229940,0.0,78.0
00249,0,0,0,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.317222,31.229940,0.0,78.0
00249,0,0,0,0,0,2015-04-01 00:59:38,2015-04-01 00:59:33,121.317223,31.229938,0.0,78.0
00249,0,0,0,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.317223,31.229938,0.0,78.0
00249,0,0,0,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.317223,31.229938,0.0,78.0
00249,0,0,0,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.317222,31.229940,0.0,78.0
00250,0,1,1,0,0,2015-04-01 00:59:41,2015-04-01 00:59:36,121.362822,31.272570,0.0,300.0
00250,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:06,121.362822,31.272555,0.0,300.0
00250,0,1,1,0,0,2015-04-01 00:59:22,2015-04-01 00:59:16,121.362822,31.272555,0.0,300.0
00250,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.362822,31.272555,0.0,300.0
00250,0,1,1,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.362822,31.272570,0.0,300.0
00250,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:26,121.362822,31.272570,0.0,300.0
00253,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:02,121.455547,31.122970,0.0,296.0
00253,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.455577,31.122933,0.0,296.0
00253,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:12,121.455543,31.122972,0.0,296.0
00253,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:42,121.455567,31.122947,0.0,296.0
00253,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:22,121.455542,31.122972,0.0,296.0
00253,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:32,121.455553,31.122958,0.0,296.0
00255,0,1,1,0,0,2015-04-01 00:59:46,2015-04-01 00:59:40,121.539457,31.263263,0.0,30.0
00255,0,1,1,0,0,2015-04-01 00:59:26,2015-04-01 00:59:20,121.539460,31.263267,0.0,30.0
00255,0,1,1,0,0,2015-04-01 00:59:16,2015-04-01 00:59:10,121.539465,31.263270,0.0,30.0
00255,0,1,1,0,0,2015-04-01 00:59:56,2015-04-01 00:59:50,121.539457,31.263260,0.0,30.0
00255,0,1,1,0,0,2015-04-01 00:59:36,2015-04-01 00:59:30,121.539457,31.263268,0.0,30.0
00255,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:00,121.539463,31.263270,0.0,30.0
00264,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.527058,31.268640,0.0,129.0
00264,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.527060,31.268642,0.0,129.0
00264,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.527065,31.268643,0.0,129.0
00264,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.527062,31.268642,0.0,129.0
00264,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.527067,31.268645,0.0,129.0
00264,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.527060,31.268642,0.0,129.0
00265,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.347610,31.143997,0.0,302.0
00265,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.347587,31.143982,0.0,302.0
00265,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.347598,31.143988,0.0,302.0
00265,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.347592,31.143982,0.0,302.0
00265,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.347585,31.143985,0.0,302.0
00265,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.347595,31.143982,0.0,302.0
00266,0,0,0,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.499957,31.129037,0.0,158.0
00266,0,0,0,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.499993,31.129127,0.0,158.0
00266,0,0,0,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.499967,31.129067,0.0,158.0
00266,0,0,0,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.500002,31.129178,0.0,158.0
00266,0,0,0,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.499953,31.129025,0.0,158.0
00266,0,0,0,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.499980,31.129108,0.0,158.0
00267,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.490038,31.249275,0.0,114.0
00267,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.490035,31.249272,0.0,114.0
00267,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.490058,31.249308,0.0,114.0
00267,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.490047,31.249290,0.0,114.0
00267,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.490042,31.249282,0.0,114.0
00267,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.490052,31.249300,0.0,114.0
00268,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.440910,31.154127,0.0,258.0
00268,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.440910,31.154127,0.0,258.0
00268,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.440910,31.154127,0.0,258.0
00268,0,1,1,0,0,2015-04-01 00:59:24,2015-04-01 00:59:19,121.440910,31.154127,0.0,258.0
00268,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.440910,31.154128,0.0,258.0
00268,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:29,121.440910,31.154127,0.0,258.0
00270,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:18,121.477407,31.305540,0.0,290.0
00270,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:28,121.477407,31.305540,0.0,290.0
00270,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:08,121.477407,31.305540,0.0,290.0
00270,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:58,121.477407,31.305540,0.0,290.0
00270,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:38,121.477407,31.305540,0.0,290.0
00270,0,1,1,0,0,2015-04-01 00:59:54,2015-04-01 00:59:48,121.477407,31.305540,0.0,290.0
00272,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:48,121.493637,31.226543,0.0,230.0
00272,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:08,121.493638,31.226545,0.0,150.0
00272,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:18,121.493638,31.226545,0.0,150.0
00272,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:28,121.493638,31.226545,0.0,150.0
00272,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:38,121.493638,31.226545,0.0,230.0
00272,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:58,121.493638,31.226545,0.0,150.0
00275,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:53,121.431513,31.220203,0.0,171.0
00275,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.431513,31.220203,0.0,171.0
00275,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.431513,31.220203,0.0,171.0
00275,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.431513,31.220203,0.0,171.0
00275,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.431528,31.220208,0.0,171.0
00275,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:12,121.431513,31.220203,0.0,171.0
00279,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.278557,31.222575,0.0,307.0
00279,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.278597,31.222548,0.0,307.0
00279,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.278598,31.222550,0.0,307.0
00279,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.278618,31.222542,0.0,307.0
00279,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.278623,31.222528,0.0,307.0
00279,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.278573,31.222565,0.0,307.0
00280,0,1,1,0,0,2015-04-01 00:59:54,2015-04-01 00:59:48,121.526383,31.256327,0.0,357.0
00280,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:08,121.526392,31.256323,0.0,357.0
00280,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:28,121.526383,31.256327,0.0,357.0
00280,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:38,121.526383,31.256327,0.0,357.0
00280,0,1,1,0,0,2015-04-01 00:59:04,2015-04-01 00:58:58,121.526392,31.256323,0.0,357.0
00280,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:18,121.526392,31.256323,0.0,357.0
00282,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:25,121.384167,31.159930,0.0,128.0
00282,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.384168,31.159930,0.0,128.0
00282,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.384168,31.159930,0.0,128.0
00282,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:15,121.384168,31.159930,0.0,128.0
00282,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.384167,31.159930,0.0,128.0
00282,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.384167,31.159930,0.0,128.0
00285,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:23,121.429508,31.122970,0.0,117.0
00285,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:13,121.429508,31.122970,0.0,117.0
00285,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:33,121.429508,31.122970,0.0,117.0
00285,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:43,121.429508,31.122970,0.0,117.0
00285,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.429508,31.122970,0.0,117.0
00285,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:53,121.429502,31.122975,0.0,117.0
00291,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:54,121.396910,31.309225,0.0,183.0
00291,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:34,121.396910,31.309225,0.0,183.0
00291,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.396910,31.309225,0.0,183.0
00291,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:24,121.396910,31.309225,0.0,183.0
00291,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:14,121.396908,31.309225,0.0,183.0
00291,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.396908,31.309225,0.0,183.0
00292,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:57,121.448080,31.242803,0.0,162.0
00292,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.448080,31.242803,0.0,162.0
00292,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.448080,31.242803,0.0,162.0
00292,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.448078,31.242802,0.0,162.0
00292,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.448080,31.242803,0.0,162.0
00292,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.448080,31.242803,0.0,162.0
00294,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:32,121.454280,31.115530,0.0,159.0
00294,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:22,121.454277,31.115530,0.0,159.0
00294,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:02,121.454262,31.115530,0.0,159.0
00294,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:42,121.454275,31.115530,0.0,159.0
00294,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.454272,31.115530,0.0,159.0
00294,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:12,121.454270,31.115532,0.0,159.0
00296,0,1,1,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.407852,31.188422,0.0,301.0
00296,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:26,121.407852,31.188422,0.0,301.0
00296,0,1,1,0,0,2015-04-01 00:59:42,2015-04-01 00:59:36,121.407852,31.188422,0.0,301.0
00296,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:06,121.407852,31.188422,0.0,301.0
00296,0,1,1,0,0,2015-04-01 00:59:22,2015-04-01 00:59:16,121.407852,31.188422,0.0,301.0
00296,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.407847,31.188418,0.0,301.0
00297,0,0,0,0,0,2015-04-01 00:59:40,2015-04-01 00:59:34,121.366487,31.294172,2.7,302.0
00297,0,0,0,0,0,2015-04-01 00:59:01,2015-04-01 00:58:54,121.366480,31.294168,0.0,302.0
00297,0,0,0,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.366487,31.294172,0.0,302.0
00297,0,0,0,0,0,2015-04-01 00:59:20,2015-04-01 00:59:14,121.366487,31.294172,0.0,302.0
